"","Rk","Name","Born","Yrs","From","To","ASG","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G.1","GS","SV","IP","H.1","HR.1","BB.1","SO","Franchises","month","day"
"7276",31,"Steve Nagy",1919,2,1947,1950,0,21,26,5,6,1,3,0,3,0.231,0.31,0.385,0.695,3,8,6.42,1.856,15,10,0,67.1,87,6,38,21,"PIT,MIN",5,28
"7277",32,"Art Lopatka",1919,2,1945,1946,0,8,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,1,1,6.35,1.588,8,2,0,17,20,1,7,9,"STL,PHI",5,28
"7278",33,"Bob Malloy",1918,5,1943,1949,0,48,31,3,7,0,2,0,0,0.226,0.226,0.29,0.516,4,7,3.26,1.448,48,3,2,116,116,4,52,35,"CIN,BAL",5,28
"7279",34,"Willard Hershberger",1910,3,1938,1940,0,160,402,41,127,0,70,2,20,0.316,0.356,0.381,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN",5,28
"7280",35,"Marv Olson",1907,3,1931,1933,0,133,457,67,110,0,30,1,70,0.241,0.342,0.3,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS",5,28
"7281",36,"Norm Lehr",1901,1,1926,1926,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.07,1.023,4,0,0,14.2,11,0,4,4,"CLE",5,28
"7282",37,"Bill Barrett",1900,9,1921,1930,0,718,2395,318,690,23,330,80,209,0.288,0.347,0.405,0.752,1,0,7.2,2.2,4,0,0,5,2,0,9,2,"OAK,CHW,BOS,MIN",5,28
"7283",38,"Bob Rice",1899,1,1926,1926,0,19,54,3,8,0,10,0,3,0.148,0.193,0.185,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",5,28
"7284",39,"Claude Davenport",1898,1,1920,1920,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,1,0,0,2,2,1,1,0,"SFG",5,28
"7285",40,"Jim Middleton",1889,2,1917,1921,0,51,42,2,5,0,4,0,2,0.119,0.159,0.143,0.302,7,12,4.51,1.497,51,10,7,157.2,184,6,52,40,"SFG,DET",5,28
"7286",41,"Jim Thorpe",1887,6,1913,1919,0,289,698,91,176,7,82,29,27,0.252,0.286,0.362,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,CIN,ATL",5,28
"7287",42,"King Brady",1881,5,1905,1912,0,8,18,1,2,0,0,0,0,0.111,0.111,0.111,0.222,3,2,3.08,1.49,8,5,0,49.2,64,0,10,20,"PHI,PIT,BOS,ATL",5,28
"7288",43,"John Bates",1868,1,1889,1889,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,13.5,2.5,1,1,0,8,15,0,5,3,"KCC",5,28
"7289",44,"John Lyston",1867,2,1891,1894,0,2,4,0,0,0,0,1,1,0,0.2,0,0.2,0,1,10.24,2.586,2,2,0,9.2,15,1,10,1,"CLS,CLV",5,28
"7290",45,"Pearce Chiles",1867,2,1899,1900,0,130,449,70,132,3,99,10,22,0.294,0.328,0.43,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",5,28
"7291",1,"Steven Matz",1991,2,2015,2016,0,30,50,1,9,0,7,0,4,0.18,0.236,0.26,0.496,13,8,3.16,1.214,28,28,0,168,163,18,41,163,"NYM",5,29
"7292",2,"Nick Wittgren",1991,2,2016,2017,0,66,2,0,0,0,0,0,0,0,0,0,0,5,3,3.05,1.127,66,0,0,73.2,68,8,15,63,"FLA",5,29
"7293",3,"Tyler Pill",1990,1,2017,2017,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,4.09,1.727,3,2,0,11,15,0,4,8,"NYM",5,29
"7294",4,"Joe Biagini",1990,2,2016,2017,0,80,2,0,0,0,1,0,0,0,0,0,0,5,7,3.16,1.183,80,6,2,116.2,109,6,29,105,"TOR",5,29
"7295",5,"Trevor Rosenthal",1990,6,2012,2017,1,300,4,0,0,0,0,0,0,0,0,0,0,9,22,2.89,1.296,300,0,113,298.2,256,15,131,394,"STL",5,29
"7296",6,"Matt Macri",1982,1,2008,2008,0,18,34,3,11,1,4,1,2,0.324,0.361,0.441,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",5,29
"7297",7,"Cha-Seung Baek",1980,4,2004,2008,0,61,30,2,5,1,2,0,1,0.167,0.194,0.3,0.494,16,18,4.83,1.341,59,44,0,279.2,294,35,81,184,"SEA,SDP",5,29
"7298",8,"John Rheinecker",1979,2,2006,2007,0,44,0,0,0,0,0,0,0,NA,1,NA,NA,8,9,5.65,1.752,44,20,0,121,165,15,47,68,"TEX",5,29
"7299",9,"Jerry Hairston",1976,16,1998,2013,0,1442,4387,580,1126,70,420,147,373,0.257,0.324,0.368,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,CHC,TEX,CIN,NYY,SDP,MIL,WSN,LAD",5,29
"7300",10,"Sean Spencer",1975,2,1999,2000,0,10,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,8.64,2.16,10,0,0,8.1,12,2,6,8,"SEA,WSN",5,29
"7301",11,"Trever Miller",1973,13,1996,2011,0,694,6,1,1,0,0,0,0,0.167,0.167,0.333,0.5,18,17,4.18,1.448,694,5,11,523.1,521,54,237,434,"DET,HOU,LAD,PHI,TOR,TBD,STL,BOS",5,29
"7302",12,"Toby Borland",1969,9,1994,2004,0,207,12,1,1,0,2,0,0,0.083,0.077,0.083,0.16,11,9,4.17,1.517,207,0,8,269.2,263,23,146,211,"PHI,BOS,NYM,ANA,FLA",5,29
"7303",13,"Bill Risley",1967,7,1992,1998,0,157,2,0,0,0,0,0,0,0,0,0,0,15,13,3.98,1.27,157,1,1,221.1,180,31,101,203,"WSN,SEA,TOR",5,29
"7304",14,"Charlie Hayes",1965,14,1988,2001,0,1547,5262,580,1379,144,740,47,420,0.262,0.316,0.398,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,PHI,NYY,COL,PIT,MIL,HOU",5,29
"7305",15,"Eric Davis",1962,17,1984,2001,2,1626,5321,938,1430,282,934,349,740,0.269,0.359,0.482,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN,LAD,DET,BAL,STL,SFG",5,29
"7306",16,"Mike Stenhouse",1958,5,1982,1986,0,207,416,40,79,9,40,1,71,0.19,0.308,0.291,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSN,MIN,BOS",5,29
"7307",17,"Jamie Allen",1958,1,1983,1983,0,86,273,23,61,4,21,6,33,0.223,0.309,0.304,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEA",5,29
"7308",18,"Mike Dupree",1953,1,1976,1976,0,12,1,1,1,0,0,0,0,1,1,1,2,0,0,9.19,1.596,12,0,0,15.2,18,4,7,5,"SDP",5,29
"7309",19,"Fred Holdsworth",1952,7,1972,1980,0,72,13,1,1,0,0,0,0,0.077,0.077,0.077,0.154,7,10,4.4,1.473,72,15,2,182,182,18,86,94,"DET,BAL,WSN,MIL",5,29
